t	nsat	m	n	chi	lambda	k	timebudget
300	220772	280506	9061	1.9000000000000001	50	2	5
300	221731	280506	9061	1.9000000000000001	50	2	5
300	221037	280506	9061	1.9000000000000001	50	2	5
300	222271	280506	9061	1.9000000000000001	50	2	5
300	222076	280506	9061	1.9000000000000001	50	2	5
300	219651	280506	9061	1.9000000000000001	50	2	5
300	220998	280506	9061	1.9000000000000001	50	2	5
300	220714	280506	9061	1.9000000000000001	50	2	5
300	220232	280506	9061	1.9000000000000001	50	2	5
300	221421	280506	9061	1.9000000000000001	50	2	5
300	221028	280506	9061	1.9000000000000001	50	2	5
300	220958	280506	9061	1.9000000000000001	50	2	5
300	222035	280506	9061	1.9000000000000001	50	2	5
300	221152	280506	9061	1.9000000000000001	50	2	5
300	221271	280506	9061	1.9000000000000001	50	2	5
300	219684	280506	9061	1.9000000000000001	50	2	5
350	220483	280506	9061	1.9000000000000001	50	2	5
350	222323	280506	9061	1.9000000000000001	50	2	5
300	220859	280506	9061	1.9000000000000001	50	2	5
300	220718	280506	9061	1.9000000000000001	50	2	5
300	220993	280506	9061	1.9000000000000001	50	2	5
300	221922	280506	9061	1.9000000000000001	50	2	5
300	222901	280506	9061	1.9000000000000001	50	2	5
300	221652	280506	9061	1.9000000000000001	50	2	5
300	221047	280506	9061	1.9000000000000001	50	2	5
350	221188	280506	9061	1.9000000000000001	50	2	5
300	220404	280506	9061	1.9000000000000001	50	2	5
300	222030	280506	9061	1.9000000000000001	50	2	5
300	221783	280506	9061	1.9000000000000001	50	2	5
300	220223	280506	9061	1.9000000000000001	50	2	5
300	220875	280506	9061	1.9000000000000001	50	2	5
300	220830	280506	9061	1.9000000000000001	50	2	5
300	221162	280506	9061	1.9000000000000001	50	2	5
300	220546	280506	9061	1.9000000000000001	50	2	5
300	219907	280506	9061	1.9000000000000001	50	2	5
300	220051	280506	9061	1.9000000000000001	50	2	5
300	221514	280506	9061	1.9000000000000001	50	2	5
300	222197	280506	9061	1.9000000000000001	50	2	5
300	220674	280506	9061	1.9000000000000001	50	2	5
300	222519	280506	9061	1.9000000000000001	50	2	5
300	222025	280506	9061	1.9000000000000001	50	2	5
300	221434	280506	9061	1.9000000000000001	50	2	5
250	220109	280506	9061	1.9000000000000001	50	2	5
250	220263	280506	9061	1.9000000000000001	50	2	5
300	221441	280506	9061	1.9000000000000001	50	2	5
300	220153	280506	9061	1.9000000000000001	50	2	5
300	222741	280506	9061	1.9000000000000001	50	2	5
300	221834	280506	9061	1.9000000000000001	50	2	5
300	220871	280506	9061	1.9000000000000001	50	2	5
300	220601	280506	9061	2.2	50	2	5
350	221744	280506	9061	2.2	50	2	5
250	221474	280506	9061	2.2	50	2	5
300	222401	280506	9061	2.2	50	2	5
300	222101	280506	9061	2.2	50	2	5
300	220512	280506	9061	2.2	50	2	5
300	221259	280506	9061	2.2	50	2	5
350	221811	280506	9061	2.2	50	2	5
300	220255	280506	9061	2.2	50	2	5
300	222028	280506	9061	2.2	50	2	5
300	220569	280506	9061	2.2	50	2	5
300	222366	280506	9061	2.2	50	2	5
300	221104	280506	9061	2.2	50	2	5
300	220881	280506	9061	2.2	50	2	5
300	222056	280506	9061	2.2	50	2	5
300	219847	280506	9061	2.2	50	2	5
300	220721	280506	9061	2.2	50	2	5
300	221438	280506	9061	2.2	50	2	5
300	220683	280506	9061	2.2	50	2	5
300	221641	280506	9061	2.2	50	2	5
300	220901	280506	9061	2.2	50	2	5
300	221326	280506	9061	2.2	50	2	5
250	221700	280506	9061	2.2	50	2	5
300	221297	280506	9061	2.2	50	2	5
300	222176	280506	9061	2.2	50	2	5
300	220592	280506	9061	2.2	50	2	5
300	221182	280506	9061	2.2	50	2	5
300	221119	280506	9061	2.2	50	2	5
300	220577	280506	9061	2.2	50	2	5
300	222538	280506	9061	2.2	50	2	5
300	220488	280506	9061	2.2	50	2	5
300	220946	280506	9061	2.2	50	2	5
300	222789	280506	9061	2.2	50	2	5
250	220341	280506	9061	2.2	50	2	5
250	221120	280506	9061	2.2	50	2	5
350	222512	280506	9061	2.2	50	2	5
300	221478	280506	9061	2.2	50	2	5
300	220699	280506	9061	2.2	50	2	5
250	220488	280506	9061	2.2	50	2	5
300	221086	280506	9061	2.2	50	2	5
250	221153	280506	9061	2.2	50	2	5
300	221641	280506	9061	2.2	50	2	5
300	221160	280506	9061	2.2	50	2	5
300	221243	280506	9061	2.2	50	2	5
300	221197	280506	9061	2.2	50	2	5
300	221421	280506	9061	2.2	50	2	5
350	221149	280506	9061	2.2	50	2	5
300	220632	280506	9061	2.2	50	2	5
300	221536	280506	9061	2.2	50	2	5
300	220863	280506	9061	2.2	50	2	5
300	221782	280506	9061	2.2	50	2	5
300	221202	280506	9061	2.2	50	2	5
300	222091	280506	9061	2.2	50	2	5
300	221003	280506	9061	2.2	50	2	5
350	222009	280506	9061	2.2	50	2	5
300	221527	280506	9061	2.2	50	2	5
300	221944	280506	9061	2.2	50	2	5
300	221314	280506	9061	2.2	50	2	5
300	221538	280506	9061	2.2	50	2	5
300	222157	280506	9061	2.2	50	2	5
250	219744	280506	9061	2.2	50	2	5
300	221007	280506	9061	2.2	50	2	5
300	223391	280506	9061	2.2	50	2	5
350	220859	280506	9061	2.2	50	2	5
300	221378	280506	9061	2.2	50	2	5
300	222864	280506	9061	2.2	50	2	5
250	221257	280506	9061	2.2	50	2	5
300	221862	280506	9061	2.2	50	2	5
300	221659	280506	9061	2.2	50	2	5
300	222053	280506	9061	2.2	50	2	5
300	220010	280506	9061	2.2	50	2	5
300	221766	280506	9061	2.2	50	2	5
300	222119	280506	9061	2.2	50	2	5
300	220775	280506	9061	2.2	50	2	5
250	220621	280506	9061	2.2	50	2	5
300	221185	280506	9061	2.2	50	2	5
300	221332	280506	9061	2.2	50	2	5
300	220682	280506	9061	2.2	50	2	5
300	221063	280506	9061	2.2	50	2	5
300	222797	280506	9061	2.2	50	2	5
350	222034	280506	9061	2.2	50	2	5
300	220980	280506	9061	2.2	50	2	5
300	220628	280506	9061	2.2	50	2	5
250	220674	280506	9061	2.2	50	2	5
300	220205	280506	9061	2.2	50	2	5
250	220389	280506	9061	2.2	50	2	5
300	220485	280506	9061	2.2	50	2	5
300	221966	280506	9061	2.2	50	2	5
300	221374	280506	9061	2.2	50	2	5
300	221149	280506	9061	2.2	50	2	5
250	220552	280506	9061	2.2	50	2	5
250	222013	280506	9061	2.2	50	2	5
300	221264	280506	9061	2.2	50	2	5
350	220596	280506	9061	2.2	50	2	5
350	222144	280506	9061	2.2	50	2	5
350	221128	280506	9061	2.2	50	2	5
300	220864	280506	9061	2.2	50	2	5
300	221588	280506	9061	2.2	50	2	5
300	219925	280506	9061	2.2	50	2	5
300	220722	280506	9061	2.2	50	2	5
300	221301	280506	9061	2.5	50	2	5
250	221720	280506	9061	2.5	50	2	5
300	220039	280506	9061	2.5	50	2	5
300	221633	280506	9061	2.5	50	2	5
300	221572	280506	9061	2.5	50	2	5
350	220023	280506	9061	2.5	50	2	5
250	220693	280506	9061	2.5	50	2	5
300	221595	280506	9061	2.5	50	2	5
300	221152	280506	9061	2.5	50	2	5
300	220661	280506	9061	2.5	50	2	5
300	222231	280506	9061	2.5	50	2	5
300	222337	280506	9061	2.5	50	2	5
300	221153	280506	9061	2.5	50	2	5
300	221868	280506	9061	2.5	50	2	5
300	222479	280506	9061	2.5	50	2	5
300	220458	280506	9061	2.5	50	2	5
300	220192	280506	9061	2.5	50	2	5
300	221295	280506	9061	2.5	50	2	5
300	220331	280506	9061	2.5	50	2	5
300	221772	280506	9061	2.5	50	2	5
350	220829	280506	9061	2.5	50	2	5
250	219784	280506	9061	2.5	50	2	5
250	220120	280506	9061	2.5	50	2	5
250	219974	280506	9061	2.5	50	2	5
300	222208	280506	9061	2.5	50	2	5
300	221366	280506	9061	2.5	50	2	5
300	220824	280506	9061	2.5	50	2	5
300	221379	280506	9061	2.5	50	2	5
300	221164	280506	9061	2.5	50	2	5
300	220876	280506	9061	2.5	50	2	5
300	221870	280506	9061	2.5	50	2	5
300	220820	280506	9061	2.5	50	2	5
300	222876	280506	9061	2.5	50	2	5
300	220775	280506	9061	2.5	50	2	5
300	221418	280506	9061	2.5	50	2	5
300	220262	280506	9061	2.5	50	2	5
300	220653	280506	9061	2.5	50	2	5
300	220882	280506	9061	2.5	50	2	5
350	220686	280506	9061	2.5	50	2	5
350	221901	280506	9061	2.5	50	2	5
300	221475	280506	9061	2.5	50	2	5
300	220313	280506	9061	2.5	50	2	5
300	220906	280506	9061	2.5	50	2	5
300	220899	280506	9061	2.5	50	2	5
300	220284	280506	9061	2.5	50	2	5
300	220558	280506	9061	2.5	50	2	5
300	221623	280506	9061	2.5	50	2	5
300	220455	280506	9061	2.5	50	2	5
300	220599	280506	9061	2.5	50	2	5
300	222041	280506	9061	2.5	50	2	5
300	221698	280506	9061	2.5	50	2	5
300	221771	280506	9061	2.5	50	2	5
300	222484	280506	9061	2.5	50	2	5
300	221057	280506	9061	2.5	50	2	5
300	221358	280506	9061	2.5	50	2	5
300	221102	280506	9061	2.5	50	2	5
300	221466	280506	9061	2.5	50	2	5
300	221972	280506	9061	2.5	50	2	5
300	221336	280506	9061	2.5	50	2	5
300	221624	280506	9061	2.5	50	2	5
300	219812	280506	9061	2.5	50	2	5
250	221889	280506	9061	2.5	50	2	5
300	220546	280506	9061	2.5	50	2	5
300	221637	280506	9061	2.5	50	2	5
300	221037	280506	9061	2.5	50	2	5
300	221821	280506	9061	2.5	50	2	5
300	219946	280506	9061	2.5	50	2	5
350	221508	280506	9061	2.5	50	2	5
300	220956	280506	9061	2.5	50	2	5
350	220938	280506	9061	2.5	50	2	5
300	220904	280506	9061	2.5	50	2	5
250	220042	280506	9061	2.5	50	2	5
300	220743	280506	9061	2.5	50	2	5
300	220614	280506	9061	2.5	50	2	5
250	221193	280506	9061	2.5	50	2	5
250	219977	280506	9061	2.5	50	2	5
250	219099	280506	9061	2.5	50	2	5
300	220963	280506	9061	2.5	50	2	5
300	221468	280506	9061	2.5	50	2	5
350	222308	280506	9061	2.5	50	2	5
300	220669	280506	9061	2.5	50	2	5
300	220909	280506	9061	2.5	50	2	5
300	221100	280506	9061	2.5	50	2	5
300	222582	280506	9061	2.5	50	2	5
300	220704	280506	9061	2.5	50	2	5
300	220745	280506	9061	2.5	50	2	5
300	221242	280506	9061	2.5	50	2	5
300	222053	280506	9061	2.5	50	2	5
300	220379	280506	9061	2.5	50	2	5
300	220974	280506	9061	2.5	50	2	5
300	222678	280506	9061	2.5	50	2	5
300	220771	280506	9061	2.5	50	2	5
300	221220	280506	9061	2.5	50	2	5
250	219604	280506	9061	2.5	50	2	5
250	219990	280506	9061	2.5	50	2	5
300	220473	280506	9061	2.5	50	2	5
300	221202	280506	9061	2.5	50	2	5
300	220417	280506	9061	2.5	50	2	5
300	221888	280506	9061	2.5	50	2	5
300	221512	280506	9061	2.5	50	2	5
250	218883	280506	9061	2.8	50	2	5
300	221604	280506	9061	2.8	50	2	5
300	221366	280506	9061	2.8	50	2	5
300	222126	280506	9061	2.8	50	2	5
300	221450	280506	9061	2.8	50	2	5
300	221063	280506	9061	2.8	50	2	5
300	222205	280506	9061	2.8	50	2	5
250	219869	280506	9061	2.8	50	2	5
300	221144	280506	9061	2.8	50	2	5
300	220906	280506	9061	2.8	50	2	5
300	221914	280506	9061	2.8	50	2	5
300	220918	280506	9061	2.8	50	2	5
350	221638	280506	9061	2.8	50	2	5
300	222386	280506	9061	2.8	50	2	5
300	221849	280506	9061	2.8	50	2	5
300	221333	280506	9061	2.8	50	2	5
250	221083	280506	9061	2.8	50	2	5
250	219775	280506	9061	2.8	50	2	5
300	220847	280506	9061	2.8	50	2	5
300	222092	280506	9061	2.8	50	2	5
250	220372	280506	9061	2.8	50	2	5
300	222070	280506	9061	2.8	50	2	5
300	222689	280506	9061	2.8	50	2	5
300	221034	280506	9061	2.8	50	2	5
300	221311	280506	9061	2.8	50	2	5
300	220719	280506	9061	2.8	50	2	5
250	220572	280506	9061	2.8	50	2	5
300	221328	280506	9061	2.8	50	2	5
300	220388	280506	9061	2.8	50	2	5
300	222176	280506	9061	2.8	50	2	5
300	221731	280506	9061	2.8	50	2	5
300	221596	280506	9061	2.8	50	2	5
300	221841	280506	9061	2.8	50	2	5
300	221056	280506	9061	2.8	50	2	5
300	222001	280506	9061	2.8	50	2	5
300	221617	280506	9061	2.8	50	2	5
300	220375	280506	9061	2.8	50	2	5
250	220442	280506	9061	2.8	50	2	5
250	220993	280506	9061	2.8	50	2	5
300	220148	280506	9061	2.8	50	2	5
300	221431	280506	9061	2.8	50	2	5
300	222057	280506	9061	2.8	50	2	5
300	220696	280506	9061	2.8	50	2	5
300	219656	280506	9061	2.8	50	2	5
250	221638	280506	9061	2.8	50	2	5
300	220316	280506	9061	2.8	50	2	5
300	221701	280506	9061	2.8	50	2	5
300	221724	280506	9061	2.8	50	2	5
300	221531	280506	9061	2.8	50	2	5
300	222368	280506	9061	2.8	50	2	5
300	222502	280506	9061	2.8	50	2	5
300	221057	280506	9061	2.8	50	2	5
300	220053	280506	9061	2.8	50	2	5
300	220609	280506	9061	2.8	50	2	5
300	221923	280506	9061	2.8	50	2	5
350	221582	280506	9061	2.8	50	2	5
300	219474	280506	9061	2.8	50	2	5
300	220182	280506	9061	2.8	50	2	5
250	219949	280506	9061	2.8	50	2	5
300	221009	280506	9061	2.8	50	2	5
300	220869	280506	9061	2.8	50	2	5
300	221406	280506	9061	2.8	50	2	5
300	220804	280506	9061	2.8	50	2	5
300	221251	280506	9061	2.8	50	2	5
300	221521	280506	9061	2.8	50	2	5
300	220919	280506	9061	2.8	50	2	5
300	219474	280506	9061	2.8	50	2	5
300	221603	280506	9061	2.8	50	2	5
300	221563	280506	9061	2.8	50	2	5
300	221398	280506	9061	2.8	50	2	5
300	220660	280506	9061	2.8	50	2	5
300	220757	280506	9061	2.8	50	2	5
300	220624	280506	9061	2.8	50	2	5
300	222191	280506	9061	2.8	50	2	5
350	220646	280506	9061	2.8	50	2	5
250	220782	280506	9061	2.8	50	2	5
250	219975	280506	9061	2.8	50	2	5
300	221433	280506	9061	2.8	50	2	5
350	221292	280506	9061	2.8	50	2	5
300	221366	280506	9061	2.8	50	2	5
250	221343	280506	9061	2.8	50	2	5
350	221121	280506	9061	2.8	50	2	5
250	220835	280506	9061	2.8	50	2	5
300	221217	280506	9061	2.8	50	2	5
300	221853	280506	9061	2.8	50	2	5
300	220717	280506	9061	2.8	50	2	5
300	222043	280506	9061	2.8	50	2	5
300	221758	280506	9061	2.8	50	2	5
300	221271	280506	9061	2.8	50	2	5
300	220341	280506	9061	2.8	50	2	5
300	221813	280506	9061	2.8	50	2	5
250	219930	280506	9061	2.8	50	2	5
300	221817	280506	9061	2.8	50	2	5
300	220846	280506	9061	2.8	50	2	5
250	221743	280506	9061	2.8	50	2	5
300	220921	280506	9061	2.8	50	2	5
300	220937	280506	9061	2.8	50	2	5
300	222895	280506	9061	2.8	50	2	5
300	221382	280506	9061	2.8	50	2	5
300	221239	280506	9061	2.8	50	2	5
