t	nsat	m	n	chi	lambda	k	timebudget
200	228975	303473	68779	1.0	50	3	5
200	228906	303473	68779	1.0	50	3	5
200	228761	303473	68779	1.0	50	3	5
200	228835	303473	68779	1.0	50	3	5
200	228987	303473	68779	1.0	50	3	5
200	228781	303473	68779	1.0	50	3	5
200	228808	303473	68779	1.0	50	3	5
200	228843	303473	68779	1.0	50	3	5
200	228894	303473	68779	1.0	50	3	5
200	228632	303473	68779	1.0	50	3	5
200	228787	303473	68779	1.0	50	3	5
200	228959	303473	68779	1.0	50	3	5
200	228846	303473	68779	1.0	50	3	5
200	228762	303473	68779	1.0	50	3	5
200	229003	303473	68779	1.0	50	3	5
200	228878	303473	68779	1.0	50	3	5
200	228874	303473	68779	1.0	50	3	5
200	228927	303473	68779	1.0	50	3	5
200	229102	303473	68779	1.0	50	3	5
200	228723	303473	68779	1.0	50	3	5
200	228724	303473	68779	1.0	50	3	5
200	228960	303473	68779	1.0	50	3	5
200	228934	303473	68779	1.0	50	3	5
200	228794	303473	68779	1.0	50	3	5
200	228806	303473	68779	1.0	50	3	5
200	228778	303473	68779	1.0	50	3	5
200	228748	303473	68779	1.0	50	3	5
200	228557	303473	68779	1.0	50	3	5
200	229106	303473	68779	1.0	50	3	5
200	228877	303473	68779	1.0	50	3	5
200	228680	303473	68779	1.0	50	3	5
200	228580	303473	68779	1.0	50	3	5
200	228595	303473	68779	1.0	50	3	5
200	228597	303473	68779	1.0	50	3	5
200	228807	303473	68779	1.0	50	3	5
200	228957	303473	68779	1.0	50	3	5
200	228903	303473	68779	1.0	50	3	5
200	229027	303473	68779	1.0	50	3	5
200	228690	303473	68779	1.0	50	3	5
200	229089	303473	68779	1.0	50	3	5
200	228801	303473	68779	1.0	50	3	5
200	228989	303473	68779	1.0	50	3	5
200	228568	303473	68779	1.0	50	3	5
150	228750	303473	68779	1.0	50	3	5
200	228828	303473	68779	1.0	50	3	5
200	228608	303473	68779	1.0	50	3	5
200	228628	303473	68779	1.0	50	3	5
200	228822	303473	68779	1.0	50	3	5
200	228890	303473	68779	1.0	50	3	5
200	228883	303473	68779	1.0	50	3	5
200	228825	303473	68779	1.0	50	3	5
200	228978	303473	68779	1.0	50	3	5
200	228907	303473	68779	1.0	50	3	5
200	228909	303473	68779	1.0	50	3	5
200	228914	303473	68779	1.0	50	3	5
200	228789	303473	68779	1.0	50	3	5
200	229051	303473	68779	1.0	50	3	5
200	228926	303473	68779	1.0	50	3	5
200	229196	303473	68779	1.0	50	3	5
200	228738	303473	68779	1.0	50	3	5
200	228855	303473	68779	1.0	50	3	5
200	228895	303473	68779	1.0	50	3	5
200	228856	303473	68779	1.0	50	3	5
200	228762	303473	68779	1.0	50	3	5
200	228655	303473	68779	1.0	50	3	5
200	228594	303473	68779	1.0	50	3	5
200	228883	303473	68779	1.0	50	3	5
200	228620	303473	68779	1.0	50	3	5
150	228915	303473	68779	1.0	50	3	5
150	228563	303473	68779	1.0	50	3	5
200	228620	303473	68779	1.0	50	3	5
200	228926	303473	68779	1.0	50	3	5
200	228856	303473	68779	1.0	50	3	5
200	228765	303473	68779	1.0	50	3	5
200	228773	303473	68779	1.0	50	3	5
200	228897	303473	68779	1.0	50	3	5
200	228930	303473	68779	1.0	50	3	5
200	228992	303473	68779	1.0	50	3	5
200	229004	303473	68779	1.0	50	4	5
200	229050	303473	68779	1.0	50	4	5
200	228887	303473	68779	1.0	50	4	5
200	228961	303473	68779	1.0	50	4	5
200	229125	303473	68779	1.0	50	4	5
200	229115	303473	68779	1.0	50	4	5
200	228944	303473	68779	1.0	50	4	5
200	228802	303473	68779	1.0	50	4	5
200	229019	303473	68779	1.0	50	4	5
200	228760	303473	68779	1.0	50	4	5
200	228866	303473	68779	1.0	50	4	5
200	228981	303473	68779	1.0	50	4	5
200	229129	303473	68779	1.0	50	4	5
200	228949	303473	68779	1.0	50	4	5
200	229014	303473	68779	1.0	50	4	5
200	228879	303473	68779	1.0	50	4	5
200	228888	303473	68779	1.0	50	4	5
200	228754	303473	68779	1.0	50	4	5
150	228957	303473	68779	1.0	50	4	5
150	228746	303473	68779	1.0	50	4	5
200	229019	303473	68779	1.0	50	4	5
200	228999	303473	68779	1.0	50	4	5
200	228618	303473	68779	1.0	50	4	5
200	228942	303473	68779	1.0	50	4	5
200	228872	303473	68779	1.0	50	4	5
200	228853	303473	68779	1.0	50	4	5
200	229018	303473	68779	1.0	50	4	5
200	229007	303473	68779	1.0	50	4	5
200	228814	303473	68779	1.0	50	4	5
200	228622	303473	68779	1.0	50	4	5
200	229084	303473	68779	1.0	50	4	5
200	228777	303473	68779	1.0	50	4	5
200	228842	303473	68779	1.0	50	4	5
200	228786	303473	68779	1.0	50	4	5
200	229022	303473	68779	1.0	50	4	5
200	228659	303473	68779	1.0	50	4	5
200	229184	303473	68779	1.0	50	4	5
200	228994	303473	68779	1.0	50	4	5
200	228971	303473	68779	1.0	50	4	5
200	229012	303473	68779	1.0	50	4	5
200	229016	303473	68779	1.0	50	4	5
200	229014	303473	68779	1.0	50	4	5
200	228860	303473	68779	1.0	50	4	5
200	228830	303473	68779	1.0	50	4	5
200	228986	303473	68779	1.0	50	4	5
200	228706	303473	68779	1.0	50	4	5
200	228954	303473	68779	1.0	50	4	5
200	228899	303473	68779	1.0	50	4	5
200	228820	303473	68779	1.0	50	4	5
200	229216	303473	68779	1.0	50	4	5
200	228879	303473	68779	1.0	50	4	5
200	228844	303473	68779	1.0	50	4	5
200	228886	303473	68779	1.0	50	4	5
200	228931	303473	68779	1.0	50	4	5
200	228877	303473	68779	1.0	50	4	5
200	229045	303473	68779	1.0	50	4	5
200	229026	303473	68779	1.0	50	4	5
200	228804	303473	68779	1.0	50	4	5
200	228937	303473	68779	1.0	50	4	5
200	229167	303473	68779	1.0	50	4	5
200	228856	303473	68779	1.0	50	4	5
200	228742	303473	68779	1.0	50	4	5
200	228795	303473	68779	1.0	50	4	5
200	228895	303473	68779	1.0	50	4	5
200	228898	303473	68779	1.0	50	4	5
200	228852	303473	68779	1.0	50	4	5
200	228990	303473	68779	1.0	50	4	5
200	229056	303473	68779	1.0	50	4	5
200	228904	303473	68779	1.0	50	4	5
150	228766	303473	68779	1.0	50	4	5
200	228672	303473	68779	1.0	50	4	5
200	229007	303473	68779	1.0	50	4	5
200	228907	303473	68779	1.0	50	4	5
200	229086	303473	68779	1.0	50	4	5
200	229079	303473	68779	1.0	50	4	5
200	229007	303473	68779	1.0	50	4	5
200	228910	303473	68779	1.0	50	4	5
200	228977	303473	68779	1.0	50	4	5
150	228963	303473	68779	1.0	50	4	5
200	228694	303473	68779	1.0	50	4	5
200	228647	303473	68779	1.0	50	4	5
200	228785	303473	68779	1.0	50	4	5
200	228795	303473	68779	1.0	50	4	5
200	229011	303473	68779	1.0	50	4	5
200	228824	303473	68779	1.0	50	4	5
200	228774	303473	68779	1.0	50	4	5
200	229059	303473	68779	1.0	50	4	5
200	228900	303473	68779	1.0	50	4	5
200	228874	303473	68779	1.0	50	4	5
200	228978	303473	68779	1.0	50	4	5
200	228800	303473	68779	1.0	50	4	5
200	229088	303473	68779	1.0	50	4	5
200	228811	303473	68779	1.0	50	4	5
200	228890	303473	68779	1.0	50	4	5
200	228790	303473	68779	1.0	50	4	5
200	228858	303473	68779	1.0	50	4	5
200	228918	303473	68779	1.0	50	4	5
200	229002	303473	68779	1.0	50	4	5
200	228843	303473	68779	1.0	50	4	5
200	229266	303473	68779	1.0	50	4	5
150	228822	303473	68779	1.0	50	5	5
200	229170	303473	68779	1.0	50	5	5
200	228702	303473	68779	1.0	50	5	5
200	229005	303473	68779	1.0	50	5	5
200	229254	303473	68779	1.0	50	5	5
200	229037	303473	68779	1.0	50	5	5
200	229042	303473	68779	1.0	50	5	5
200	229031	303473	68779	1.0	50	5	5
200	228929	303473	68779	1.0	50	5	5
200	229014	303473	68779	1.0	50	5	5
200	229050	303473	68779	1.0	50	5	5
200	228890	303473	68779	1.0	50	5	5
200	228782	303473	68779	1.0	50	5	5
200	228858	303473	68779	1.0	50	5	5
200	228649	303473	68779	1.0	50	5	5
200	229136	303473	68779	1.0	50	5	5
200	229175	303473	68779	1.0	50	5	5
200	228843	303473	68779	1.0	50	5	5
200	228796	303473	68779	1.0	50	5	5
200	228803	303473	68779	1.0	50	5	5
200	229083	303473	68779	1.0	50	5	5
200	228899	303473	68779	1.0	50	5	5
200	229019	303473	68779	1.0	50	5	5
200	228579	303473	68779	1.0	50	5	5
200	228949	303473	68779	1.0	50	5	5
200	229012	303473	68779	1.0	50	5	5
200	229239	303473	68779	1.0	50	5	5
200	229264	303473	68779	1.0	50	5	5
200	229184	303473	68779	1.0	50	5	5
200	228831	303473	68779	1.0	50	5	5
200	228866	303473	68779	1.0	50	5	5
200	228902	303473	68779	1.0	50	5	5
200	228861	303473	68779	1.0	50	5	5
200	228831	303473	68779	1.0	50	5	5
200	229012	303473	68779	1.0	50	5	5
200	228956	303473	68779	1.0	50	5	5
200	229015	303473	68779	1.0	50	5	5
200	228888	303473	68779	1.0	50	5	5
200	228730	303473	68779	1.0	50	5	5
200	229527	303473	68779	1.0	50	5	5
150	228529	303473	68779	1.0	50	5	5
200	229042	303473	68779	1.0	50	5	5
200	229079	303473	68779	1.0	50	5	5
200	228852	303473	68779	1.0	50	5	5
200	229083	303473	68779	1.0	50	5	5
200	228772	303473	68779	1.0	50	5	5
200	228523	303473	68779	1.0	50	5	5
200	228500	303473	68779	1.0	50	5	5
200	229002	303473	68779	1.0	50	5	5
200	229114	303473	68779	1.0	50	5	5
200	228862	303473	68779	1.0	50	5	5
200	229116	303473	68779	1.0	50	5	5
200	229107	303473	68779	1.0	50	5	5
200	228786	303473	68779	1.0	50	5	5
200	229036	303473	68779	1.0	50	5	5
200	229061	303473	68779	1.0	50	5	5
200	228706	303473	68779	1.0	50	5	5
200	228744	303473	68779	1.0	50	5	5
200	228957	303473	68779	1.0	50	5	5
200	229013	303473	68779	1.0	50	5	5
200	228726	303473	68779	1.0	50	5	5
200	229161	303473	68779	1.0	50	5	5
200	229120	303473	68779	1.0	50	5	5
200	228644	303473	68779	1.0	50	5	5
200	229050	303473	68779	1.0	50	5	5
200	229093	303473	68779	1.0	50	5	5
200	229221	303473	68779	1.0	50	5	5
200	229082	303473	68779	1.0	50	5	5
200	228981	303473	68779	1.0	50	5	5
200	229054	303473	68779	1.0	50	5	5
200	228581	303473	68779	1.0	50	5	5
200	228702	303473	68779	1.0	50	5	5
200	228999	303473	68779	1.0	50	5	5
200	228947	303473	68779	1.0	50	5	5
200	228862	303473	68779	1.0	50	5	5
200	228898	303473	68779	1.0	50	5	5
200	229168	303473	68779	1.0	50	5	5
200	228794	303473	68779	1.0	50	5	5
200	228920	303473	68779	1.0	50	5	5
200	229118	303473	68779	1.0	50	5	5
200	229324	303473	68779	1.0	50	5	5
200	229128	303473	68779	1.0	50	5	5
200	229068	303473	68779	1.0	50	5	5
200	228806	303473	68779	1.0	50	5	5
200	228653	303473	68779	1.0	50	5	5
200	229046	303473	68779	1.0	50	5	5
200	228865	303473	68779	1.0	50	5	5
200	229004	303473	68779	1.0	50	5	5
200	228938	303473	68779	1.0	50	5	5
200	229181	303473	68779	1.0	50	5	5
200	229180	303473	68779	1.0	50	5	5
200	228921	303473	68779	1.0	50	5	5
200	228888	303473	68779	1.0	50	5	5
200	229047	303473	68779	1.0	50	5	5
200	228886	303473	68779	1.0	50	5	5
200	229202	303473	68779	1.0	50	5	5
200	228993	303473	68779	1.0	50	5	5
200	228993	303473	68779	1.0	50	5	5
200	228868	303473	68779	1.0	50	5	5
150	228823	303473	68779	1.0	50	5	5
