t	nsat	m	n	chi	lambda	k	timebudget
150	228706	303473	68779	0.4	50	2	5
200	228615	303473	68779	0.4	50	2	5
150	228626	303473	68779	0.4	50	2	5
200	228896	303473	68779	0.4	50	2	5
200	228736	303473	68779	0.4	50	2	5
200	228497	303473	68779	0.4	50	2	5
200	228504	303473	68779	0.4	50	2	5
150	228760	303473	68779	0.4	50	2	5
150	228754	303473	68779	0.4	50	2	5
150	228737	303473	68779	0.4	50	2	5
200	228699	303473	68779	0.4	50	2	5
150	228724	303473	68779	0.4	50	2	5
200	228625	303473	68779	0.4	50	2	5
200	228591	303473	68779	0.4	50	2	5
150	228667	303473	68779	0.4	50	2	5
150	228579	303473	68779	0.4	50	2	5
200	228598	303473	68779	0.4	50	2	5
200	228718	303473	68779	0.4	50	2	5
200	228908	303473	68779	0.4	50	2	5
200	229037	303473	68779	0.4	50	2	5
200	228505	303473	68779	0.4	50	2	5
200	228683	303473	68779	0.4	50	2	5
200	228607	303473	68779	0.4	50	2	5
200	228546	303473	68779	0.4	50	2	5
200	228611	303473	68779	0.4	50	2	5
200	228821	303473	68779	0.4	50	2	5
200	228653	303473	68779	0.7	50	2	5
200	228582	303473	68779	0.7	50	2	5
200	228675	303473	68779	0.7	50	2	5
150	228538	303473	68779	0.7	50	2	5
200	228875	303473	68779	0.7	50	2	5
200	228747	303473	68779	0.7	50	2	5
150	228535	303473	68779	0.7	50	2	5
200	228864	303473	68779	0.7	50	2	5
200	228551	303473	68779	0.7	50	2	5
200	228852	303473	68779	0.7	50	2	5
200	228758	303473	68779	0.7	50	2	5
200	228759	303473	68779	0.7	50	2	5
200	228801	303473	68779	0.7	50	2	5
200	228862	303473	68779	0.7	50	2	5
200	229298	303473	68779	0.7	50	2	5
200	228610	303473	68779	0.7	50	2	5
200	228781	303473	68779	0.7	50	2	5
200	228889	303473	68779	0.7	50	2	5
200	228867	303473	68779	0.7	50	2	5
200	228575	303473	68779	0.7	50	2	5
200	229052	303473	68779	0.7	50	2	5
200	228681	303473	68779	0.7	50	2	5
200	228538	303473	68779	0.7	50	2	5
200	228888	303473	68779	0.7	50	2	5
150	228568	303473	68779	0.7	50	2	5
150	228457	303473	68779	0.7	50	2	5
150	228510	303473	68779	0.7	50	2	5
200	228807	303473	68779	0.7	50	2	5
200	228720	303473	68779	0.7	50	2	5
200	228651	303473	68779	0.7	50	2	5
200	228717	303473	68779	0.7	50	2	5
200	228769	303473	68779	0.7	50	2	5
150	228832	303473	68779	0.7	50	2	5
200	228508	303473	68779	0.7	50	2	5
200	228706	303473	68779	0.7	50	2	5
200	228731	303473	68779	0.7	50	2	5
200	228750	303473	68779	0.7	50	2	5
200	228600	303473	68779	0.7	50	2	5
150	228730	303473	68779	0.7	50	2	5
200	228915	303473	68779	0.7	50	2	5
200	228695	303473	68779	0.7	50	2	5
200	228620	303473	68779	0.7	50	2	5
200	228796	303473	68779	0.7	50	2	5
200	228890	303473	68779	0.7	50	2	5
200	228624	303473	68779	0.7	50	2	5
200	228651	303473	68779	0.7	50	2	5
200	228782	303473	68779	0.7	50	2	5
150	228592	303473	68779	0.7	50	2	5
200	228684	303473	68779	0.7	50	2	5
200	228607	303473	68779	0.7	50	2	5
150	228682	303473	68779	0.7	50	2	5
200	228525	303473	68779	0.7	50	2	5
200	228666	303473	68779	0.7	50	2	5
200	228710	303473	68779	0.7	50	2	5
150	228605	303473	68779	0.7	50	2	5
200	228770	303473	68779	0.7	50	2	5
200	228914	303473	68779	0.7	50	2	5
200	228634	303473	68779	0.7	50	2	5
150	228377	303473	68779	0.7	50	2	5
150	228555	303473	68779	0.7	50	2	5
150	228635	303473	68779	0.7	50	2	5
150	228717	303473	68779	0.7	50	2	5
200	228726	303473	68779	0.7	50	2	5
200	228780	303473	68779	0.7	50	2	5
200	229006	303473	68779	0.7	50	2	5
200	228517	303473	68779	0.7	50	2	5
200	228789	303473	68779	0.7	50	2	5
200	228622	303473	68779	0.7	50	2	5
200	228535	303473	68779	0.7	50	2	5
200	228808	303473	68779	0.7	50	2	5
200	228937	303473	68779	0.7	50	2	5
200	228871	303473	68779	0.7	50	2	5
200	228442	303473	68779	0.7	50	2	5
150	228511	303473	68779	0.7	50	2	5
200	228749	303473	68779	0.7	50	2	5
150	228644	303473	68779	0.7	50	2	5
200	228810	303473	68779	0.7	50	2	5
200	228732	303473	68779	0.7	50	2	5
200	228848	303473	68779	0.7	50	2	5
200	228501	303473	68779	0.7	50	2	5
200	228902	303473	68779	0.7	50	2	5
200	228990	303473	68779	0.7	50	2	5
200	228888	303473	68779	0.7	50	2	5
200	228616	303473	68779	0.7	50	2	5
200	228808	303473	68779	0.7	50	2	5
200	228955	303473	68779	0.7	50	2	5
200	228911	303473	68779	0.7	50	2	5
200	228738	303473	68779	0.7	50	2	5
200	228636	303473	68779	0.7	50	2	5
150	228549	303473	68779	0.7	50	2	5
200	228614	303473	68779	0.7	50	2	5
200	228733	303473	68779	0.7	50	2	5
150	228865	303473	68779	0.7	50	2	5
200	229018	303473	68779	0.7	50	2	5
200	228647	303473	68779	0.7	50	2	5
200	228752	303473	68779	0.7	50	2	5
200	228846	303473	68779	0.7	50	2	5
150	228645	303473	68779	0.7	50	2	5
200	228866	303473	68779	0.7	50	2	5
200	228773	303473	68779	0.7	50	2	5
150	228444	303473	68779	1.0	50	2	5
200	228654	303473	68779	1.0	50	2	5
200	228811	303473	68779	1.0	50	2	5
150	228645	303473	68779	1.0	50	2	5
200	228632	303473	68779	1.0	50	2	5
200	228921	303473	68779	1.0	50	2	5
200	228643	303473	68779	1.0	50	2	5
200	228859	303473	68779	1.0	50	2	5
200	228615	303473	68779	1.0	50	2	5
200	228663	303473	68779	1.0	50	2	5
200	228591	303473	68779	1.0	50	2	5
150	228517	303473	68779	1.0	50	2	5
200	228539	303473	68779	1.0	50	2	5
200	228646	303473	68779	1.0	50	2	5
150	228908	303473	68779	1.0	50	2	5
150	228834	303473	68779	1.0	50	2	5
200	229099	303473	68779	1.0	50	2	5
200	228906	303473	68779	1.0	50	2	5
200	228765	303473	68779	1.0	50	2	5
150	228745	303473	68779	1.0	50	2	5
150	228386	303473	68779	1.0	50	2	5
200	228602	303473	68779	1.0	50	2	5
200	228696	303473	68779	1.0	50	2	5
200	228660	303473	68779	1.0	50	2	5
200	228546	303473	68779	1.0	50	2	5
200	228861	303473	68779	1.0	50	2	5
200	228606	303473	68779	1.0	50	2	5
200	228836	303473	68779	1.0	50	2	5
200	228704	303473	68779	1.0	50	2	5
150	228771	303473	68779	1.0	50	2	5
150	228658	303473	68779	1.0	50	2	5
150	228760	303473	68779	1.0	50	2	5
150	228658	303473	68779	1.0	50	2	5
200	228634	303473	68779	1.0	50	2	5
150	228800	303473	68779	1.0	50	2	5
150	228818	303473	68779	1.0	50	2	5
200	228888	303473	68779	1.0	50	2	5
200	228681	303473	68779	1.0	50	2	5
200	228749	303473	68779	1.0	50	2	5
200	228608	303473	68779	1.0	50	2	5
200	228667	303473	68779	1.0	50	2	5
200	228842	303473	68779	1.0	50	2	5
200	228571	303473	68779	1.0	50	2	5
200	229079	303473	68779	1.0	50	2	5
200	228895	303473	68779	1.0	50	2	5
200	228803	303473	68779	1.0	50	2	5
200	228861	303473	68779	1.0	50	2	5
200	228578	303473	68779	1.0	50	2	5
200	228566	303473	68779	1.0	50	2	5
200	228537	303473	68779	1.0	50	2	5
200	228874	303473	68779	1.0	50	2	5
150	229036	303473	68779	1.0	50	2	5
150	228670	303473	68779	1.0	50	2	5
200	228671	303473	68779	1.0	50	2	5
200	228912	303473	68779	1.0	50	2	5
200	228548	303473	68779	1.0	50	2	5
200	228833	303473	68779	1.0	50	2	5
200	228688	303473	68779	1.0	50	2	5
200	228780	303473	68779	1.0	50	2	5
200	228538	303473	68779	1.0	50	2	5
200	228573	303473	68779	1.0	50	2	5
200	228566	303473	68779	1.0	50	2	5
200	228656	303473	68779	1.0	50	2	5
200	228969	303473	68779	1.0	50	2	5
200	228577	303473	68779	1.0	50	2	5
200	228646	303473	68779	1.0	50	2	5
200	228785	303473	68779	1.0	50	2	5
200	228670	303473	68779	1.0	50	2	5
200	228593	303473	68779	1.0	50	2	5
150	228410	303473	68779	1.0	50	2	5
200	228627	303473	68779	1.0	50	2	5
200	228653	303473	68779	1.0	50	2	5
200	228735	303473	68779	1.0	50	2	5
200	228714	303473	68779	1.0	50	2	5
200	228708	303473	68779	1.0	50	2	5
200	228739	303473	68779	1.0	50	2	5
200	228765	303473	68779	1.0	50	2	5
200	228975	303473	68779	1.0	50	2	5
200	228728	303473	68779	1.0	50	2	5
200	228769	303473	68779	1.0	50	2	5
200	228869	303473	68779	1.0	50	2	5
200	228863	303473	68779	1.0	50	2	5
150	228828	303473	68779	1.0	50	2	5
200	228832	303473	68779	1.0	50	2	5
150	228784	303473	68779	1.0	50	2	5
200	228833	303473	68779	1.0	50	2	5
200	228947	303473	68779	1.0	50	2	5
150	228334	303473	68779	1.0	50	2	5
200	228789	303473	68779	1.0	50	2	5
150	228709	303473	68779	1.0	50	2	5
200	228862	303473	68779	1.0	50	2	5
150	228445	303473	68779	1.0	50	2	5
200	228728	303473	68779	1.0	50	2	5
150	228517	303473	68779	1.0	50	2	5
200	228672	303473	68779	1.0	50	2	5
200	228695	303473	68779	1.0	50	2	5
150	228599	303473	68779	1.0	50	2	5
200	228638	303473	68779	1.0	50	2	5
200	228590	303473	68779	1.0	50	2	5
150	228596	303473	68779	1.0	50	2	5
200	228890	303473	68779	1.3	50	2	5
200	228758	303473	68779	1.3	50	2	5
200	228900	303473	68779	1.3	50	2	5
200	228692	303473	68779	1.3	50	2	5
200	229069	303473	68779	1.3	50	2	5
200	228836	303473	68779	1.3	50	2	5
200	228424	303473	68779	1.3	50	2	5
200	228731	303473	68779	1.3	50	2	5
200	228799	303473	68779	1.3	50	2	5
200	228804	303473	68779	1.3	50	2	5
200	228791	303473	68779	1.3	50	2	5
200	228585	303473	68779	1.3	50	2	5
200	228963	303473	68779	1.3	50	2	5
150	228771	303473	68779	1.3	50	2	5
200	228694	303473	68779	1.3	50	2	5
200	228663	303473	68779	1.3	50	2	5
200	228605	303473	68779	1.3	50	2	5
200	228754	303473	68779	1.3	50	2	5
200	228767	303473	68779	1.3	50	2	5
200	228550	303473	68779	1.3	50	2	5
150	228791	303473	68779	1.3	50	2	5
200	228688	303473	68779	1.3	50	2	5
200	228825	303473	68779	1.3	50	2	5
200	228842	303473	68779	1.3	50	2	5
200	228741	303473	68779	1.3	50	2	5
200	228863	303473	68779	1.3	50	2	5
200	228665	303473	68779	1.3	50	2	5
200	228800	303473	68779	1.3	50	2	5
200	228978	303473	68779	1.3	50	2	5
200	228681	303473	68779	1.3	50	2	5
150	228709	303473	68779	1.3	50	2	5
200	228697	303473	68779	1.3	50	2	5
200	228385	303473	68779	1.3	50	2	5
200	228647	303473	68779	1.3	50	2	5
150	228713	303473	68779	1.3	50	2	5
150	228816	303473	68779	1.3	50	2	5
200	228881	303473	68779	1.3	50	2	5
150	228754	303473	68779	1.3	50	2	5
200	228616	303473	68779	1.3	50	2	5
200	228907	303473	68779	1.3	50	2	5
200	228919	303473	68779	1.3	50	2	5
200	228846	303473	68779	1.3	50	2	5
200	228634	303473	68779	1.3	50	2	5
200	228660	303473	68779	1.3	50	2	5
200	228653	303473	68779	1.3	50	2	5
200	228749	303473	68779	1.3	50	2	5
150	228655	303473	68779	1.3	50	2	5
150	228732	303473	68779	1.3	50	2	5
150	228823	303473	68779	1.3	50	2	5
200	228863	303473	68779	1.3	50	2	5
150	228566	303473	68779	1.3	50	2	5
200	228740	303473	68779	1.3	50	2	5
200	228701	303473	68779	1.3	50	2	5
200	228450	303473	68779	1.3	50	2	5
200	228552	303473	68779	1.3	50	2	5
200	228567	303473	68779	1.3	50	2	5
150	228454	303473	68779	1.3	50	2	5
200	228718	303473	68779	1.3	50	2	5
150	228801	303473	68779	1.3	50	2	5
200	228855	303473	68779	1.3	50	2	5
200	228539	303473	68779	1.3	50	2	5
150	228748	303473	68779	1.3	50	2	5
150	228723	303473	68779	1.3	50	2	5
150	228612	303473	68779	1.3	50	2	5
150	228768	303473	68779	1.3	50	2	5
200	228823	303473	68779	1.3	50	2	5
150	228652	303473	68779	1.3	50	2	5
200	228645	303473	68779	1.3	50	2	5
200	228702	303473	68779	1.3	50	2	5
150	228718	303473	68779	1.3	50	2	5
200	228766	303473	68779	1.3	50	2	5
200	228805	303473	68779	1.3	50	2	5
200	229172	303473	68779	1.3	50	2	5
200	228737	303473	68779	1.3	50	2	5
200	228629	303473	68779	1.3	50	2	5
200	228793	303473	68779	1.3	50	2	5
200	228532	303473	68779	1.3	50	2	5
200	228804	303473	68779	1.3	50	2	5
200	228383	303473	68779	1.3	50	2	5
200	228594	303473	68779	1.3	50	2	5
200	228812	303473	68779	1.3	50	2	5
200	228544	303473	68779	1.3	50	2	5
150	228800	303473	68779	1.3	50	2	5
150	228511	303473	68779	1.3	50	2	5
150	228586	303473	68779	1.3	50	2	5
200	228604	303473	68779	1.3	50	2	5
200	228860	303473	68779	1.3	50	2	5
200	229007	303473	68779	1.3	50	2	5
150	228821	303473	68779	1.3	50	2	5
200	228593	303473	68779	1.3	50	2	5
200	228784	303473	68779	1.3	50	2	5
200	228720	303473	68779	1.3	50	2	5
200	228699	303473	68779	1.3	50	2	5
200	228917	303473	68779	1.3	50	2	5
200	228777	303473	68779	1.3	50	2	5
200	228929	303473	68779	1.3	50	2	5
200	228472	303473	68779	1.3	50	2	5
200	228735	303473	68779	1.3	50	2	5
200	228691	303473	68779	1.3	50	2	5
200	228357	303473	68779	1.3	50	2	5
150	228773	303473	68779	1.6	50	2	5
200	228873	303473	68779	1.6	50	2	5
200	228842	303473	68779	1.6	50	2	5
200	228465	303473	68779	1.6	50	2	5
200	228631	303473	68779	1.6	50	2	5
200	228882	303473	68779	1.6	50	2	5
150	228569	303473	68779	1.6	50	2	5
150	228771	303473	68779	1.6	50	2	5
150	228779	303473	68779	1.6	50	2	5
200	228795	303473	68779	1.6	50	2	5
150	228752	303473	68779	1.6	50	2	5
200	228826	303473	68779	1.6	50	2	5
150	228752	303473	68779	1.6	50	2	5
200	228930	303473	68779	1.6	50	2	5
100	228469	303473	68779	1.6	50	2	5
150	228573	303473	68779	1.6	50	2	5
200	228642	303473	68779	1.6	50	2	5
200	228775	303473	68779	1.6	50	2	5
200	228934	303473	68779	1.6	50	2	5
150	228710	303473	68779	1.6	50	2	5
200	228775	303473	68779	1.6	50	2	5
200	228698	303473	68779	1.6	50	2	5
200	228636	303473	68779	1.6	50	2	5
200	228791	303473	68779	1.6	50	2	5
200	228742	303473	68779	1.6	50	2	5
200	228741	303473	68779	1.6	50	2	5
200	228688	303473	68779	1.6	50	2	5
200	228536	303473	68779	1.6	50	2	5
200	228438	303473	68779	1.6	50	2	5
200	228605	303473	68779	1.6	50	2	5
200	228638	303473	68779	1.6	50	2	5
200	228744	303473	68779	1.6	50	2	5
200	228802	303473	68779	1.6	50	2	5
200	228831	303473	68779	1.6	50	2	5
200	228615	303473	68779	1.6	50	2	5
200	229020	303473	68779	1.6	50	2	5
200	228729	303473	68779	1.6	50	2	5
200	228840	303473	68779	1.6	50	2	5
200	228660	303473	68779	1.6	50	2	5
150	228779	303473	68779	1.6	50	2	5
150	228524	303473	68779	1.6	50	2	5
150	228657	303473	68779	1.6	50	2	5
200	228677	303473	68779	1.6	50	2	5
200	228680	303473	68779	1.6	50	2	5
200	228684	303473	68779	1.6	50	2	5
150	228504	303473	68779	1.6	50	2	5
200	228898	303473	68779	1.6	50	2	5
150	228451	303473	68779	1.6	50	2	5
150	228454	303473	68779	1.6	50	2	5
150	228633	303473	68779	1.6	50	2	5
150	228630	303473	68779	1.6	50	2	5
150	228360	303473	68779	1.6	50	2	5
150	228565	303473	68779	1.6	50	2	5
200	228466	303473	68779	1.6	50	2	5
200	228792	303473	68779	1.6	50	2	5
150	228741	303473	68779	1.6	50	2	5
200	228494	303473	68779	1.6	50	2	5
150	228383	303473	68779	1.6	50	2	5
200	229039	303473	68779	1.6	50	2	5
200	228888	303473	68779	1.6	50	2	5
200	228899	303473	68779	1.6	50	2	5
200	228488	303473	68779	1.6	50	2	5
150	228556	303473	68779	1.6	50	2	5
200	228503	303473	68779	1.6	50	2	5
200	228764	303473	68779	1.6	50	2	5
150	228747	303473	68779	1.6	50	2	5
150	228558	303473	68779	1.6	50	2	5
200	228824	303473	68779	1.6	50	2	5
200	228803	303473	68779	1.6	50	2	5
200	228764	303473	68779	1.6	50	2	5
200	228953	303473	68779	1.6	50	2	5
200	228659	303473	68779	1.6	50	2	5
200	228663	303473	68779	1.6	50	2	5
200	228657	303473	68779	1.6	50	2	5
200	228693	303473	68779	1.6	50	2	5
200	228846	303473	68779	1.6	50	2	5
200	228799	303473	68779	1.6	50	2	5
200	228598	303473	68779	1.6	50	2	5
150	228579	303473	68779	1.6	50	2	5
200	228471	303473	68779	1.6	50	2	5
200	228663	303473	68779	1.6	50	2	5
200	228665	303473	68779	1.6	50	2	5
150	228615	303473	68779	1.6	50	2	5
200	228739	303473	68779	1.6	50	2	5
200	228908	303473	68779	1.6	50	2	5
200	228439	303473	68779	1.6	50	2	5
150	228778	303473	68779	1.6	50	2	5
200	228692	303473	68779	1.6	50	2	5
200	228651	303473	68779	1.6	50	2	5
200	228462	303473	68779	1.6	50	2	5
200	228699	303473	68779	1.6	50	2	5
150	228550	303473	68779	1.6	50	2	5
200	228768	303473	68779	1.6	50	2	5
150	228742	303473	68779	1.6	50	2	5
150	228860	303473	68779	1.6	50	2	5
200	228564	303473	68779	1.6	50	2	5
200	228376	303473	68779	1.6	50	2	5
200	229030	303473	68779	1.6	50	2	5
150	228786	303473	68779	1.6	50	2	5
200	228913	303473	68779	1.6	50	2	5
150	228591	303473	68779	1.9000000000000001	50	2	5
150	228637	303473	68779	1.9000000000000001	50	2	5
200	228575	303473	68779	1.9000000000000001	50	2	5
200	228541	303473	68779	1.9000000000000001	50	2	5
200	228601	303473	68779	1.9000000000000001	50	2	5
200	228951	303473	68779	1.9000000000000001	50	2	5
200	228638	303473	68779	1.9000000000000001	50	2	5
200	228932	303473	68779	1.9000000000000001	50	2	5
200	228691	303473	68779	1.9000000000000001	50	2	5
200	228707	303473	68779	1.9000000000000001	50	2	5
200	228568	303473	68779	1.9000000000000001	50	2	5
200	228727	303473	68779	1.9000000000000001	50	2	5
150	228642	303473	68779	1.9000000000000001	50	2	5
200	228809	303473	68779	1.9000000000000001	50	2	5
200	228661	303473	68779	1.9000000000000001	50	2	5
200	228455	303473	68779	1.9000000000000001	50	2	5
150	228679	303473	68779	1.9000000000000001	50	2	5
200	228855	303473	68779	1.9000000000000001	50	2	5
200	228561	303473	68779	1.9000000000000001	50	2	5
200	228766	303473	68779	1.9000000000000001	50	2	5
200	228691	303473	68779	1.9000000000000001	50	2	5
200	228742	303473	68779	1.9000000000000001	50	2	5
200	228921	303473	68779	1.9000000000000001	50	2	5
150	228582	303473	68779	1.9000000000000001	50	2	5
150	228678	303473	68779	1.9000000000000001	50	2	5
200	228600	303473	68779	1.9000000000000001	50	2	5
200	228685	303473	68779	1.9000000000000001	50	2	5
150	228762	303473	68779	1.9000000000000001	50	2	5
200	228550	303473	68779	1.9000000000000001	50	2	5
200	229028	303473	68779	1.9000000000000001	50	2	5
200	228791	303473	68779	1.9000000000000001	50	2	5
150	228847	303473	68779	1.9000000000000001	50	2	5
150	228577	303473	68779	1.9000000000000001	50	2	5
200	229011	303473	68779	1.9000000000000001	50	2	5
200	228638	303473	68779	1.9000000000000001	50	2	5
200	228981	303473	68779	1.9000000000000001	50	2	5
200	228795	303473	68779	1.9000000000000001	50	2	5
200	228523	303473	68779	1.9000000000000001	50	2	5
150	228887	303473	68779	1.9000000000000001	50	2	5
200	228970	303473	68779	1.9000000000000001	50	2	5
200	228820	303473	68779	1.9000000000000001	50	2	5
200	228707	303473	68779	1.9000000000000001	50	2	5
200	228843	303473	68779	1.9000000000000001	50	2	5
150	228434	303473	68779	1.9000000000000001	50	2	5
200	228568	303473	68779	1.9000000000000001	50	2	5
200	228941	303473	68779	1.9000000000000001	50	2	5
200	228753	303473	68779	1.9000000000000001	50	2	5
200	228766	303473	68779	1.9000000000000001	50	2	5
150	228503	303473	68779	1.9000000000000001	50	2	5
200	228559	303473	68779	1.9000000000000001	50	2	5
200	228844	303473	68779	1.9000000000000001	50	2	5
200	228607	303473	68779	1.9000000000000001	50	2	5
