t	nsat	m	n	chi	lambda	k	timebudget
310	228550	303473	68779	1.0	310	2	5
310	228271	303473	68779	1.0	310	2	5
310	228445	303473	68779	1.0	310	2	5
310	228367	303473	68779	1.0	310	2	5
310	228385	303473	68779	1.0	310	2	5
310	228343	303473	68779	1.0	310	2	5
310	228550	303473	68779	1.0	310	2	5
310	228245	303473	68779	1.0	310	2	5
310	228462	303473	68779	1.0	310	2	5
310	228213	303473	68779	1.0	310	2	5
310	228489	303473	68779	1.0	310	2	5
310	228466	303473	68779	1.0	310	2	5
310	228365	303473	68779	1.0	310	2	5
310	228292	303473	68779	1.0	310	2	5
310	228355	303473	68779	1.0	310	2	5
310	228297	303473	68779	1.0	310	2	5
310	228260	303473	68779	1.0	310	2	5
310	228772	303473	68779	1.0	310	2	5
310	228188	303473	68779	1.0	310	2	5
310	228491	303473	68779	1.0	310	2	5
310	228400	303473	68779	1.0	310	2	5
310	228203	303473	68779	1.0	310	2	5
310	228620	303473	68779	1.0	310	2	5
310	228323	303473	68779	1.0	310	2	5
310	228428	303473	68779	1.0	310	2	5
310	228377	303473	68779	1.0	310	2	5
310	228241	303473	68779	1.0	310	2	5
310	228203	303473	68779	1.0	310	2	5
310	228490	303473	68779	1.0	310	2	5
310	228440	303473	68779	1.0	310	2	5
310	228211	303473	68779	1.0	310	2	5
310	228355	303473	68779	1.0	310	2	5
310	228682	303473	68779	1.0	310	2	5
310	228132	303473	68779	1.0	310	2	5
310	228292	303473	68779	1.0	310	2	5
310	228311	303473	68779	1.0	310	2	5
310	228166	303473	68779	1.0	310	2	5
310	228201	303473	68779	1.0	310	2	5
310	228332	303473	68779	1.0	310	2	5
310	228432	303473	68779	1.0	310	2	5
310	228502	303473	68779	1.0	310	2	5
310	228423	303473	68779	1.0	310	2	5
310	228261	303473	68779	1.0	310	2	5
310	228228	303473	68779	1.0	310	2	5
310	228165	303473	68779	1.0	310	2	5
310	228336	303473	68779	1.0	310	2	5
310	228317	303473	68779	1.0	310	2	5
310	228318	303473	68779	1.0	310	2	5
310	228298	303473	68779	1.0	310	2	5
310	228641	303473	68779	1.0	310	2	5
310	228266	303473	68779	1.0	310	2	5
310	228567	303473	68779	1.0	310	2	5
310	228136	303473	68779	1.0	310	2	5
310	228151	303473	68779	1.0	310	2	5
310	228566	303473	68779	1.0	310	2	5
310	228571	303473	68779	1.0	310	2	5
310	228252	303473	68779	1.0	310	2	5
310	228315	303473	68779	1.0	310	2	5
310	228304	303473	68779	1.0	310	2	5
310	228376	303473	68779	1.0	310	2	5
310	228346	303473	68779	1.0	310	2	5
310	228540	303473	68779	1.0	310	2	5
310	228207	303473	68779	1.0	310	2	5
310	228467	303473	68779	1.0	310	2	5
310	228462	303473	68779	1.0	310	2	5
310	228218	303473	68779	1.0	310	2	5
310	228039	303473	68779	1.0	310	2	5
310	228320	303473	68779	1.0	310	2	5
410	228457	303473	68779	1.0	410	2	5
410	228347	303473	68779	1.0	410	2	5
410	228105	303473	68779	1.0	410	2	5
410	228153	303473	68779	1.0	410	2	5
410	228444	303473	68779	1.0	410	2	5
410	228582	303473	68779	1.0	410	2	5
410	228494	303473	68779	1.0	410	2	5
410	228408	303473	68779	1.0	410	2	5
410	228550	303473	68779	1.0	410	2	5
410	228311	303473	68779	1.0	410	2	5
410	228488	303473	68779	1.0	410	2	5
410	228353	303473	68779	1.0	410	2	5
410	228400	303473	68779	1.0	410	2	5
410	228364	303473	68779	1.0	410	2	5
410	228270	303473	68779	1.0	410	2	5
410	228294	303473	68779	1.0	410	2	5
410	228682	303473	68779	1.0	410	2	5
410	228099	303473	68779	1.0	410	2	5
410	228241	303473	68779	1.0	410	2	5
410	228417	303473	68779	1.0	410	2	5
410	228224	303473	68779	1.0	410	2	5
410	228445	303473	68779	1.0	410	2	5
410	228604	303473	68779	1.0	410	2	5
410	228504	303473	68779	1.0	410	2	5
410	228080	303473	68779	1.0	410	2	5
410	228312	303473	68779	1.0	410	2	5
410	228416	303473	68779	1.0	410	2	5
410	228333	303473	68779	1.0	410	2	5
410	228357	303473	68779	1.0	410	2	5
410	228297	303473	68779	1.0	410	2	5
410	228350	303473	68779	1.0	410	2	5
410	228195	303473	68779	1.0	410	2	5
410	228199	303473	68779	1.0	410	2	5
410	228644	303473	68779	1.0	410	2	5
410	228288	303473	68779	1.0	410	2	5
410	228213	303473	68779	1.0	410	2	5
410	228416	303473	68779	1.0	410	2	5
410	228214	303473	68779	1.0	410	2	5
410	228246	303473	68779	1.0	410	2	5
410	228438	303473	68779	1.0	410	2	5
410	228423	303473	68779	1.0	410	2	5
410	228154	303473	68779	1.0	410	2	5
410	228280	303473	68779	1.0	410	2	5
410	228391	303473	68779	1.0	410	2	5
410	228029	303473	68779	1.0	410	2	5
410	228603	303473	68779	1.0	410	2	5
410	228397	303473	68779	1.0	410	2	5
410	228168	303473	68779	1.0	410	2	5
410	228342	303473	68779	1.0	410	2	5
410	228470	303473	68779	1.0	410	2	5
410	228410	303473	68779	1.0	410	2	5
410	228171	303473	68779	1.0	410	2	5
410	228327	303473	68779	1.0	410	2	5
410	228548	303473	68779	1.0	410	2	5
410	228614	303473	68779	1.0	410	2	5
410	228300	303473	68779	1.0	410	2	5
410	228383	303473	68779	1.0	410	2	5
410	228419	303473	68779	1.0	410	2	5
410	228528	303473	68779	1.0	410	2	5
410	228270	303473	68779	1.0	410	2	5
410	228304	303473	68779	1.0	410	2	5
410	228470	303473	68779	1.0	410	2	5
410	228297	303473	68779	1.0	410	2	5
410	228380	303473	68779	1.0	410	2	5
410	228405	303473	68779	1.0	410	2	5
410	228395	303473	68779	1.0	410	2	5
410	228439	303473	68779	1.0	410	2	5
410	228540	303473	68779	1.0	410	2	5
410	228322	303473	68779	1.0	410	2	5
410	228256	303473	68779	1.0	410	2	5
410	228242	303473	68779	1.0	410	2	5
410	228114	303473	68779	1.0	410	2	5
410	228145	303473	68779	1.0	410	2	5
410	228417	303473	68779	1.0	410	2	5
410	228170	303473	68779	1.0	410	2	5
410	228292	303473	68779	1.0	410	2	5
410	228264	303473	68779	1.0	410	2	5
410	228415	303473	68779	1.0	410	2	5
410	228337	303473	68779	1.0	410	2	5
410	228151	303473	68779	1.0	410	2	5
410	228322	303473	68779	1.0	410	2	5
410	228166	303473	68779	1.0	410	2	5
410	228368	303473	68779	1.0	410	2	5
410	228247	303473	68779	1.0	410	2	5
410	228115	303473	68779	1.0	410	2	5
410	228461	303473	68779	1.0	410	2	5
410	228204	303473	68779	1.0	410	2	5
410	228415	303473	68779	1.0	410	2	5
410	228594	303473	68779	1.0	410	2	5
410	228036	303473	68779	1.0	410	2	5
410	228348	303473	68779	1.0	410	2	5
410	228502	303473	68779	1.0	410	2	5
410	228497	303473	68779	1.0	410	2	5
410	228130	303473	68779	1.0	410	2	5
410	228291	303473	68779	1.0	410	2	5
410	228320	303473	68779	1.0	410	2	5
410	228251	303473	68779	1.0	410	2	5
410	228502	303473	68779	1.0	410	2	5
410	228205	303473	68779	1.0	410	2	5
410	228198	303473	68779	1.0	410	2	5
510	228207	303473	68779	1.0	510	2	5
510	227941	303473	68779	1.0	510	2	5
510	228294	303473	68779	1.0	510	2	5
510	228441	303473	68779	1.0	510	2	5
510	228292	303473	68779	1.0	510	2	5
510	228292	303473	68779	1.0	510	2	5
510	228278	303473	68779	1.0	510	2	5
510	228425	303473	68779	1.0	510	2	5
510	228307	303473	68779	1.0	510	2	5
510	228444	303473	68779	1.0	510	2	5
510	228304	303473	68779	1.0	510	2	5
510	228239	303473	68779	1.0	510	2	5
510	228186	303473	68779	1.0	510	2	5
510	228180	303473	68779	1.0	510	2	5
510	228523	303473	68779	1.0	510	2	5
510	228388	303473	68779	1.0	510	2	5
510	228407	303473	68779	1.0	510	2	5
510	228124	303473	68779	1.0	510	2	5
510	228210	303473	68779	1.0	510	2	5
510	228230	303473	68779	1.0	510	2	5
510	228288	303473	68779	1.0	510	2	5
510	228183	303473	68779	1.0	510	2	5
510	228231	303473	68779	1.0	510	2	5
510	228552	303473	68779	1.0	510	2	5
510	228282	303473	68779	1.0	510	2	5
510	228346	303473	68779	1.0	510	2	5
510	228237	303473	68779	1.0	510	2	5
510	228171	303473	68779	1.0	510	2	5
510	228406	303473	68779	1.0	510	2	5
510	228377	303473	68779	1.0	510	2	5
510	228117	303473	68779	1.0	510	2	5
510	228137	303473	68779	1.0	510	2	5
510	228078	303473	68779	1.0	510	2	5
510	228490	303473	68779	1.0	510	2	5
510	228512	303473	68779	1.0	510	2	5
510	228251	303473	68779	1.0	510	2	5
510	228602	303473	68779	1.0	510	2	5
510	228450	303473	68779	1.0	510	2	5
510	228138	303473	68779	1.0	510	2	5
510	228369	303473	68779	1.0	510	2	5
510	228327	303473	68779	1.0	510	2	5
510	228464	303473	68779	1.0	510	2	5
510	228265	303473	68779	1.0	510	2	5
510	228241	303473	68779	1.0	510	2	5
510	228495	303473	68779	1.0	510	2	5
510	228867	303473	68779	1.0	510	2	5
510	228279	303473	68779	1.0	510	2	5
510	228606	303473	68779	1.0	510	2	5
510	228302	303473	68779	1.0	510	2	5
510	228205	303473	68779	1.0	510	2	5
510	228241	303473	68779	1.0	510	2	5
510	228422	303473	68779	1.0	510	2	5
510	228228	303473	68779	1.0	510	2	5
510	228544	303473	68779	1.0	510	2	5
510	228489	303473	68779	1.0	510	2	5
510	228255	303473	68779	1.0	510	2	5
510	228268	303473	68779	1.0	510	2	5
510	228352	303473	68779	1.0	510	2	5
510	228450	303473	68779	1.0	510	2	5
510	228297	303473	68779	1.0	510	2	5
510	227939	303473	68779	1.0	510	2	5
510	228404	303473	68779	1.0	510	2	5
510	228370	303473	68779	1.0	510	2	5
510	228587	303473	68779	1.0	510	2	5
510	228520	303473	68779	1.0	510	2	5
510	228350	303473	68779	1.0	510	2	5
510	228407	303473	68779	1.0	510	2	5
510	228231	303473	68779	1.0	510	2	5
510	228259	303473	68779	1.0	510	2	5
510	228262	303473	68779	1.0	510	2	5
510	228399	303473	68779	1.0	510	2	5
510	227990	303473	68779	1.0	510	2	5
510	228411	303473	68779	1.0	510	2	5
510	228309	303473	68779	1.0	510	2	5
510	228360	303473	68779	1.0	510	2	5
510	227960	303473	68779	1.0	510	2	5
510	228523	303473	68779	1.0	510	2	5
510	228172	303473	68779	1.0	510	2	5
510	228349	303473	68779	1.0	510	2	5
510	228222	303473	68779	1.0	510	2	5
510	228203	303473	68779	1.0	510	2	5
510	228190	303473	68779	1.0	510	2	5
510	228326	303473	68779	1.0	510	2	5
510	228174	303473	68779	1.0	510	2	5
510	228524	303473	68779	1.0	510	2	5
510	228503	303473	68779	1.0	510	2	5
510	228357	303473	68779	1.0	510	2	5
510	228375	303473	68779	1.0	510	2	5
510	228393	303473	68779	1.0	510	2	5
510	228543	303473	68779	1.0	510	2	5
510	228252	303473	68779	1.0	510	2	5
510	228412	303473	68779	1.0	510	2	5
510	228264	303473	68779	1.0	510	2	5
510	228404	303473	68779	1.0	510	2	5
510	228436	303473	68779	1.0	510	2	5
510	228565	303473	68779	1.0	510	2	5
510	228439	303473	68779	1.0	510	2	5
510	228355	303473	68779	1.0	510	2	5
510	228452	303473	68779	1.0	510	2	5
510	228314	303473	68779	1.0	510	2	5
610	228323	303473	68779	1.0	610	2	5
610	228582	303473	68779	1.0	610	2	5
610	228268	303473	68779	1.0	610	2	5
610	228307	303473	68779	1.0	610	2	5
610	228038	303473	68779	1.0	610	2	5
610	228178	303473	68779	1.0	610	2	5
610	228445	303473	68779	1.0	610	2	5
610	228342	303473	68779	1.0	610	2	5
610	228494	303473	68779	1.0	610	2	5
610	228261	303473	68779	1.0	610	2	5
610	228483	303473	68779	1.0	610	2	5
610	228432	303473	68779	1.0	610	2	5
610	228263	303473	68779	1.0	610	2	5
610	228557	303473	68779	1.0	610	2	5
610	228493	303473	68779	1.0	610	2	5
610	228566	303473	68779	1.0	610	2	5
610	228326	303473	68779	1.0	610	2	5
610	228181	303473	68779	1.0	610	2	5
610	228367	303473	68779	1.0	610	2	5
610	228241	303473	68779	1.0	610	2	5
610	228441	303473	68779	1.0	610	2	5
610	228561	303473	68779	1.0	610	2	5
610	228346	303473	68779	1.0	610	2	5
610	228431	303473	68779	1.0	610	2	5
610	228413	303473	68779	1.0	610	2	5
610	228341	303473	68779	1.0	610	2	5
610	228078	303473	68779	1.0	610	2	5
610	228508	303473	68779	1.0	610	2	5
610	228495	303473	68779	1.0	610	2	5
610	228375	303473	68779	1.0	610	2	5
610	228115	303473	68779	1.0	610	2	5
610	228448	303473	68779	1.0	610	2	5
610	228315	303473	68779	1.0	610	2	5
610	228230	303473	68779	1.0	610	2	5
610	228231	303473	68779	1.0	610	2	5
610	228434	303473	68779	1.0	610	2	5
610	228466	303473	68779	1.0	610	2	5
610	228290	303473	68779	1.0	610	2	5
610	228482	303473	68779	1.0	610	2	5
610	228235	303473	68779	1.0	610	2	5
610	228152	303473	68779	1.0	610	2	5
610	228224	303473	68779	1.0	610	2	5
610	228483	303473	68779	1.0	610	2	5
610	228244	303473	68779	1.0	610	2	5
610	228271	303473	68779	1.0	610	2	5
610	228345	303473	68779	1.0	610	2	5
610	228263	303473	68779	1.0	610	2	5
610	228375	303473	68779	1.0	610	2	5
610	228323	303473	68779	1.0	610	2	5
610	228279	303473	68779	1.0	610	2	5
610	228213	303473	68779	1.0	610	2	5
610	228467	303473	68779	1.0	610	2	5
610	228273	303473	68779	1.0	610	2	5
610	228302	303473	68779	1.0	610	2	5
610	228351	303473	68779	1.0	610	2	5
610	228402	303473	68779	1.0	610	2	5
610	228534	303473	68779	1.0	610	2	5
610	228125	303473	68779	1.0	610	2	5
610	228340	303473	68779	1.0	610	2	5
610	228583	303473	68779	1.0	610	2	5
610	228264	303473	68779	1.0	610	2	5
610	228240	303473	68779	1.0	610	2	5
610	228303	303473	68779	1.0	610	2	5
610	228183	303473	68779	1.0	610	2	5
