t	nsat	m	n	chi	lambda	k	timebudget
178750	802	846	160	1.0	50	3	5
162200	802	846	160	1.0	50	3	5
137450	802	846	160	1.0	50	3	5
200000	802	846	160	1.0	50	3	5
197250	802	846	160	1.0	50	3	5
197300	802	846	160	1.0	50	3	5
196550	802	846	160	1.0	50	3	5
188000	802	846	160	1.0	50	3	5
194900	802	846	160	1.0	50	3	5
196000	802	846	160	1.0	50	3	5
178800	802	846	160	1.0	50	3	5
183950	800	846	160	1.0	50	3	5
196700	801	846	160	1.0	50	3	5
178400	802	846	160	1.0	50	3	5
174200	802	846	160	1.0	50	3	5
181600	802	846	160	1.0	50	3	5
185550	802	846	160	1.0	50	3	5
179150	802	846	160	1.0	50	3	5
167400	802	846	160	1.0	50	3	5
176350	801	846	160	1.0	50	3	5
201200	802	846	160	1.0	50	3	5
194200	802	846	160	1.0	50	3	5
190100	802	846	160	1.0	50	3	5
188700	802	846	160	1.0	50	3	5
176650	802	846	160	1.0	50	3	5
170700	802	846	160	1.0	50	3	5
172100	802	846	160	1.0	50	3	5
143350	802	846	160	1.0	50	3	5
193350	802	846	160	1.0	50	3	5
183900	802	846	160	1.0	50	3	5
181000	802	846	160	1.0	50	3	5
168600	802	846	160	1.0	50	3	5
183750	802	846	160	1.0	50	3	5
179050	802	846	160	1.0	50	3	5
207150	802	846	160	1.0	50	3	5
193000	802	846	160	1.0	50	3	5
192100	802	846	160	1.0	50	3	5
195350	802	846	160	1.0	50	3	5
185200	802	846	160	1.0	50	3	5
182050	802	846	160	1.0	50	3	5
198000	802	846	160	1.0	50	3	5
186350	802	846	160	1.0	50	3	5
183950	802	846	160	1.0	50	3	5
189950	802	846	160	1.0	50	3	5
198550	802	846	160	1.0	50	3	5
197650	802	846	160	1.0	50	4	5
181350	802	846	160	1.0	50	4	5
191300	802	846	160	1.0	50	4	5
208150	802	846	160	1.0	50	4	5
205850	802	846	160	1.0	50	4	5
191500	802	846	160	1.0	50	4	5
198700	802	846	160	1.0	50	4	5
202100	802	846	160	1.0	50	4	5
201100	802	846	160	1.0	50	4	5
197250	802	846	160	1.0	50	4	5
200200	802	846	160	1.0	50	4	5
190550	802	846	160	1.0	50	4	5
194500	802	846	160	1.0	50	4	5
186300	795	846	160	1.0	50	4	5
211250	802	846	160	1.0	50	4	5
199950	802	846	160	1.0	50	4	5
193600	801	846	160	1.0	50	4	5
194000	802	846	160	1.0	50	4	5
202700	802	846	160	1.0	50	4	5
200350	802	846	160	1.0	50	4	5
206300	802	846	160	1.0	50	4	5
208800	802	846	160	1.0	50	4	5
197500	802	846	160	1.0	50	4	5
206300	802	846	160	1.0	50	4	5
200100	802	846	160	1.0	50	4	5
189300	802	846	160	1.0	50	4	5
196800	802	846	160	1.0	50	4	5
192650	801	846	160	1.0	50	4	5
198500	802	846	160	1.0	50	4	5
194650	802	846	160	1.0	50	4	5
194150	802	846	160	1.0	50	4	5
186850	802	846	160	1.0	50	4	5
197550	802	846	160	1.0	50	4	5
196750	802	846	160	1.0	50	4	5
189150	802	846	160	1.0	50	4	5
199850	802	846	160	1.0	50	4	5
192700	802	846	160	1.0	50	4	5
197600	802	846	160	1.0	50	4	5
204750	802	846	160	1.0	50	4	5
195000	802	846	160	1.0	50	4	5
185350	802	846	160	1.0	50	4	5
201000	802	846	160	1.0	50	4	5
199850	802	846	160	1.0	50	4	5
181250	802	846	160	1.0	50	4	5
195700	802	846	160	1.0	50	4	5
206200	802	846	160	1.0	50	4	5
195750	802	846	160	1.0	50	4	5
192250	802	846	160	1.0	50	4	5
206450	802	846	160	1.0	50	4	5
190050	802	846	160	1.0	50	4	5
197500	802	846	160	1.0	50	4	5
186250	802	846	160	1.0	50	4	5
190700	802	846	160	1.0	50	4	5
195500	802	846	160	1.0	50	4	5
194150	802	846	160	1.0	50	4	5
204400	802	846	160	1.0	50	4	5
186250	802	846	160	1.0	50	4	5
200150	802	846	160	1.0	50	4	5
199750	802	846	160	1.0	50	4	5
171950	802	846	160	1.0	50	4	5
164750	802	846	160	1.0	50	4	5
179100	802	846	160	1.0	50	4	5
161800	802	846	160	1.0	50	4	5
197850	802	846	160	1.0	50	4	5
196200	802	846	160	1.0	50	4	5
192500	802	846	160	1.0	50	4	5
201150	802	846	160	1.0	50	4	5
178150	802	846	160	1.0	50	4	5
191800	802	846	160	1.0	50	4	5
195000	802	846	160	1.0	50	4	5
199500	802	846	160	1.0	50	4	5
197550	802	846	160	1.0	50	4	5
192400	802	846	160	1.0	50	4	5
200050	802	846	160	1.0	50	4	5
198350	802	846	160	1.0	50	4	5
199800	802	846	160	1.0	50	4	5
199800	802	846	160	1.0	50	4	5
180300	802	846	160	1.0	50	4	5
125750	802	846	160	1.0	50	4	5
186550	802	846	160	1.0	50	4	5
208800	802	846	160	1.0	50	4	5
209450	802	846	160	1.0	50	4	5
194950	802	846	160	1.0	50	4	5
188800	802	846	160	1.0	50	4	5
151650	801	846	160	1.0	50	4	5
130000	802	846	160	1.0	50	4	5
192800	802	846	160	1.0	50	4	5
194650	802	846	160	1.0	50	4	5
197750	802	846	160	1.0	50	4	5
182900	802	846	160	1.0	50	4	5
190750	802	846	160	1.0	50	4	5
146850	802	846	160	1.0	50	4	5
181450	802	846	160	1.0	50	4	5
197200	802	846	160	1.0	50	4	5
207550	802	846	160	1.0	50	4	5
198900	802	846	160	1.0	50	4	5
203850	802	846	160	1.0	50	4	5
199950	802	846	160	1.0	50	4	5
204550	802	846	160	1.0	50	4	5
201850	802	846	160	1.0	50	4	5
196100	802	846	160	1.0	50	5	5
200700	802	846	160	1.0	50	5	5
189250	801	846	160	1.0	50	5	5
188850	802	846	160	1.0	50	5	5
193450	802	846	160	1.0	50	5	5
188550	802	846	160	1.0	50	5	5
205000	802	846	160	1.0	50	5	5
213250	802	846	160	1.0	50	5	5
200800	802	846	160	1.0	50	5	5
198350	802	846	160	1.0	50	5	5
207350	802	846	160	1.0	50	5	5
201050	802	846	160	1.0	50	5	5
199750	802	846	160	1.0	50	5	5
202100	802	846	160	1.0	50	5	5
202350	802	846	160	1.0	50	5	5
194600	802	846	160	1.0	50	5	5
182750	802	846	160	1.0	50	5	5
214650	802	846	160	1.0	50	5	5
192450	802	846	160	1.0	50	5	5
198450	802	846	160	1.0	50	5	5
199550	802	846	160	1.0	50	5	5
206800	802	846	160	1.0	50	5	5
200750	802	846	160	1.0	50	5	5
199750	801	846	160	1.0	50	5	5
196650	802	846	160	1.0	50	5	5
205550	802	846	160	1.0	50	5	5
194250	802	846	160	1.0	50	5	5
201450	802	846	160	1.0	50	5	5
212100	802	846	160	1.0	50	5	5
196300	802	846	160	1.0	50	5	5
188950	801	846	160	1.0	50	5	5
163050	802	846	160	1.0	50	5	5
165850	802	846	160	1.0	50	5	5
183650	802	846	160	1.0	50	5	5
170150	802	846	160	1.0	50	5	5
196600	802	846	160	1.0	50	5	5
190750	802	846	160	1.0	50	5	5
170500	802	846	160	1.0	50	5	5
179750	802	846	160	1.0	50	5	5
200350	802	846	160	1.0	50	5	5
203500	802	846	160	1.0	50	5	5
203550	802	846	160	1.0	50	5	5
210700	802	846	160	1.0	50	5	5
202000	802	846	160	1.0	50	5	5
195250	802	846	160	1.0	50	5	5
166800	802	846	160	1.0	50	5	5
180200	802	846	160	1.0	50	5	5
200700	802	846	160	1.0	50	5	5
192750	802	846	160	1.0	50	5	5
127100	802	846	160	1.0	50	5	5
174900	802	846	160	1.0	50	5	5
194750	802	846	160	1.0	50	5	5
195950	802	846	160	1.0	50	5	5
179850	801	846	160	1.0	50	5	5
208650	802	846	160	1.0	50	5	5
192400	801	846	160	1.0	50	5	5
159150	802	846	160	1.0	50	5	5
184950	802	846	160	1.0	50	5	5
211250	802	846	160	1.0	50	5	5
205700	802	846	160	1.0	50	5	5
203900	802	846	160	1.0	50	5	5
143550	802	846	160	1.0	50	5	5
183400	802	846	160	1.0	50	5	5
197800	802	846	160	1.0	50	5	5
194750	802	846	160	1.0	50	5	5
198350	802	846	160	1.0	50	5	5
197900	802	846	160	1.0	50	5	5
200150	802	846	160	1.0	50	5	5
208000	802	846	160	1.0	50	5	5
207400	802	846	160	1.0	50	5	5
210550	802	846	160	1.0	50	5	5
204550	802	846	160	1.0	50	5	5
193200	802	846	160	1.0	50	5	5
204700	802	846	160	1.0	50	5	5
210300	802	846	160	1.0	50	5	5
196650	802	846	160	1.0	50	5	5
195100	802	846	160	1.0	50	5	5
196200	802	846	160	1.0	50	5	5
198500	802	846	160	1.0	50	5	5
189800	802	846	160	1.0	50	5	5
204700	802	846	160	1.0	50	5	5
183300	802	846	160	1.0	50	5	5
135200	802	846	160	1.0	50	5	5
142350	802	846	160	1.0	50	5	5
190050	802	846	160	1.0	50	5	5
123700	802	846	160	1.0	50	5	5
184550	802	846	160	1.0	50	5	5
194900	802	846	160	1.0	50	5	5
180450	801	846	160	1.0	50	5	5
124950	802	846	160	1.0	50	5	5
176300	802	846	160	1.0	50	5	5
193000	802	846	160	1.0	50	5	5
204800	802	846	160	1.0	50	5	5
199800	802	846	160	1.0	50	5	5
200050	802	846	160	1.0	50	5	5
204950	802	846	160	1.0	50	5	5
196300	802	846	160	1.0	50	5	5
131550	802	846	160	1.0	50	5	5
84200	801	846	160	1.0	50	5	5
195800	802	846	160	1.0	50	5	5
